year,model_type,task_type,model_size_million_params,training_framework,epochs,batch_size,learning_rate,training_time_hours,final_train_loss,final_val_loss,overfitting_score,inference_latency_ms,throughput_samples_per_sec,model_accuracy,f1_score,roc_auc,gpu_type,gpu_memory_gb,power_consumption_kwh,carbon_emission_kg,cloud_provider,training_cost_usd,inference_cost_per_1k_requests
2020,Diffusion,segmentation,49.72,PyTorch,6,32,0.000148,4.49,1.0458,1.1437,0.098,601.47,1.25,0.742,0.711,0.756,T4,16,5.42,3.71,AWS,22.46,1.9226
2024,Diffusion,detection,15.97,JAX,32,32,0.000455,1.76,0.4634,0.4908,0.0274,1193.18,1.32,0.694,0.652,0.718,A100,40,1.58,0.51,On-Prem,3.9,3.8722
2021,Transformer,segmentation,48.1,PyTorch,29,64,0.000859,5.74,0.3594,0.4815,0.1221,514.82,1.72,0.802,0.777,0.84,V100,32,4.64,2.37,On-Prem,29.27,3.9257
2022,Transformer,segmentation,77.85,JAX,47,128,0.000117,8.49,1.056,1.1482,0.0922,319.1,4.54,0.644,0.608,0.666,RTX3090,24,8.97,5.22,GCP,50.6,1.4832
2023,CNN,classification,60.11,TensorFlow,40,128,0.000126,5.08,0.3731,0.3909,0.0178,140.47,5.7,0.882,0.86,0.911,RTX3090,24,6.43,3.94,GCP,13.94,0.9229
2019,Diffusion,classification,18.24,TensorFlow,30,16,3.80E-05,1.28,0.9093,1.0609,0.1515,948.24,0.46,0.762,0.728,0.779,A100,40,1.17,0.53,GCP,6.6,2.4548
2023,CNN,generation,20.56,JAX,15,16,0.000139,2.24,0.153,0.231,0.078,1337.49,0.71,0.77,0.743,0.802,RTX3090,24,1.86,1.19,AWS,10.49,3.082
2022,Diffusion,generation,29.67,TensorFlow,43,16,3.40E-05,3.83,0.1073,0.331,0.2237,372.15,2.37,0.724,0.696,0.75,V100,32,4.82,2.79,Azure,22.61,2.927
2020,LLM,generation,31.64,TensorFlow,21,16,0.000324,1.87,0.6482,0.9271,0.2789,83.61,21.93,0.947,0.932,0.96,RTX3090,24,1.66,0.78,AWS,7.8,0.1549
2024,Diffusion,generation,37.47,PyTorch,36,32,0.000139,2.28,0.995,1.3239,0.3289,103.87,10.77,0.868,0.838,0.903,V100,32,2.26,1.07,Azure,10.09,0.5874
2021,LLM,detection,47.41,JAX,37,32,0.000491,5.2,0.3925,0.6202,0.2277,279.37,7.05,0.781,0.769,0.814,A100,40,4.25,2.3,Azure,19.38,2.5685
2023,LLM,generation,117.79,TensorFlow,8,128,1.50E-05,8.57,0.9321,1.0845,0.1524,155.69,12.17,0.832,0.793,0.856,RTX3090,24,9.06,3.41,On-Prem,43.07,0.3132
2023,Transformer,segmentation,81.17,JAX,8,16,5.90E-05,5.05,0.8446,1.2221,0.3776,217.36,2.01,0.713,0.678,0.736,RTX3090,24,5.45,3.63,AWS,24.99,1.2127
2023,Diffusion,generation,22.27,PyTorch,7,16,1.50E-05,2.94,0.2447,0.4556,0.2109,866.62,1.73,0.782,0.768,0.792,T4,16,3.81,1.83,GCP,8.02,8.5261
2022,LLM,detection,68.16,JAX,6,128,0.000439,4.16,0.6322,0.8776,0.2455,28.52,67.36,0.93,0.888,0.947,T4,16,5.16,1.85,GCP,22.88,0.0538
2020,Transformer,generation,198.08,TensorFlow,42,32,5.90E-05,14.21,0.6568,0.791,0.1343,54.88,16.64,0.795,0.751,0.822,T4,16,19.39,12.4,On-Prem,42.37,0.439
2022,Diffusion,generation,58.31,PyTorch,32,16,1.20E-05,5.4,0.2346,0.514,0.2794,495.13,0.39,0.99,0.944,1.02,A100,40,7.58,2.74,Azure,30.41,4.7636
2022,LLM,generation,57.64,PyTorch,16,128,3.00E-05,8.01,0.5004,0.8699,0.3695,219.19,1.15,0.83,0.818,0.869,A100,40,7.09,3.66,Azure,32.92,1.0109
2023,LLM,classification,34.71,JAX,20,16,0.000126,3.21,0.1287,0.3982,0.2695,354.08,1.54,0.616,0.571,0.632,A100,40,3.73,2.3,AWS,17.33,2.9631
2022,LLM,segmentation,44.86,PyTorch,38,32,2.00E-05,3.2,0.3153,0.6109,0.2956,352.03,0.41,0.805,0.761,0.834,T4,16,4.2,2.83,GCP,9.73,2.2201
2020,CNN,segmentation,57.26,PyTorch,30,32,0.000101,7.56,0.5766,0.664,0.0874,253.14,1.86,0.949,0.92,0.963,A100,40,7.03,4.59,Azure,18.63,0.7641
2018,Diffusion,detection,107.79,PyTorch,15,64,5.10E-05,15.18,0.4441,0.8049,0.3608,60.75,22.4,0.843,0.803,0.856,T4,16,17.92,5.47,GCP,86.7,0.3474
2022,LLM,segmentation,56.08,PyTorch,35,16,0.000299,3.55,0.6709,0.9668,0.2959,430.04,0.19,0.811,0.79,0.847,T4,16,3.49,1.7,Azure,17.01,4.2447
2019,Diffusion,detection,59.27,TensorFlow,42,32,2.90E-05,5.15,0.5496,0.5672,0.0175,12.23,39.87,0.599,0.569,0.638,V100,32,7.62,4.26,AWS,27.33,0.1113
2019,Diffusion,generation,60.01,JAX,11,64,1.00E-05,6.89,0.5397,0.8012,0.2614,349.69,0.69,0.918,0.873,0.933,RTX3090,24,5.56,2.62,GCP,16.25,3.3584
2019,LLM,segmentation,31.11,TensorFlow,33,32,0.000112,3.85,0.615,1.0136,0.3986,62.53,14.62,0.761,0.735,0.794,RTX3090,24,3.59,1.7,Azure,18.44,0.402
2022,CNN,generation,14.32,TensorFlow,15,128,0.000162,2.13,0.6003,0.6749,0.0747,641.52,1.22,0.944,0.921,0.955,T4,16,1.82,0.55,GCP,10.06,4.4781
2019,Diffusion,generation,48.52,JAX,36,32,0.000261,5.56,0.3992,0.7607,0.3615,391.67,2.67,0.783,0.752,0.82,RTX3090,24,4.68,2.13,AWS,29.85,0.5239
2018,Diffusion,classification,26.78,PyTorch,25,64,0.000156,1.8,0.7992,0.8828,0.0837,41.52,8.2,0.957,0.923,0.986,A100,40,2.53,0.82,On-Prem,10.45,0.2365
2024,CNN,segmentation,35.98,TensorFlow,48,64,0.000183,3.23,0.1049,0.2286,0.1236,719.55,2.23,0.715,0.679,0.727,T4,16,4.59,2.36,Azure,12.87,6.7685
2018,Diffusion,segmentation,55.4,PyTorch,34,16,9.00E-05,7.22,0.5025,0.7543,0.2518,368.69,3.9,0.803,0.769,0.83,T4,16,8.2,4.01,AWS,24.06,2.0429
2018,CNN,segmentation,16.46,JAX,14,64,7.60E-05,1.39,0.802,0.817,0.015,1607.83,0.4,0.801,0.757,0.825,T4,16,1.87,1.18,Azure,4.46,10.8737
2024,Transformer,classification,39.58,JAX,35,16,0.000806,4.05,0.8725,1.0626,0.1901,33.27,5.21,0.99,0.941,1.012,T4,16,3.76,2.21,On-Prem,22.38,0.1132
2023,Transformer,generation,21.7,JAX,29,64,0.000211,1.39,0.185,0.2915,0.1065,582.47,0.93,0.854,0.841,0.874,RTX3090,24,1.79,0.96,Azure,8.11,2.8677
2021,LLM,classification,114.83,JAX,6,16,0.000318,8.62,1.0079,1.0555,0.0477,116.65,10.39,0.734,0.69,0.77,T4,16,8.01,5.5,GCP,39.26,0.8083
2025,LLM,segmentation,44.8,PyTorch,7,64,4.10E-05,5.47,0.4345,0.5425,0.1081,656.26,1.76,0.877,0.837,0.908,A100,40,7.27,4.81,GCP,21.9,5.1059
2019,LLM,segmentation,77.79,TensorFlow,43,16,0.000582,6.56,0.9626,1.1732,0.2106,66.26,1.95,0.846,0.807,0.863,V100,32,8.99,3.38,AWS,28.01,0.122
2019,Diffusion,segmentation,92.28,PyTorch,13,16,0.000521,12.73,1.049,1.1193,0.0703,256.37,5.73,0.882,0.835,0.899,V100,32,13.87,5.8,Azure,38.59,1.7616
2018,Transformer,segmentation,50.49,TensorFlow,38,64,1.80E-05,3.82,1.1625,1.4827,0.3202,405.43,4.24,0.72,0.71,0.731,A100,40,3.47,1.73,AWS,16.36,0.8203
2024,Diffusion,detection,62.43,TensorFlow,21,16,0.000197,8.14,1.0535,1.183,0.1295,99.34,4.94,0.819,0.782,0.844,RTX3090,24,9.93,3.06,Azure,29.02,0.3766
2018,Diffusion,detection,67.91,TensorFlow,43,16,0.000197,8.9,1.0855,1.4426,0.3571,279.61,3.84,0.858,0.816,0.878,A100,40,11.84,5.95,Azure,22.19,2.1742
2018,Transformer,segmentation,36.87,PyTorch,16,32,9.30E-05,3.15,0.2104,0.4663,0.2558,612.78,3.02,0.839,0.828,0.851,T4,16,4.51,2.49,Azure,18.39,2.9889
2024,LLM,classification,18.55,TensorFlow,46,32,9.00E-05,2.38,0.9508,1.3258,0.375,246.13,4.33,0.743,0.702,0.766,A100,40,2.95,1.85,Azure,9.28,1.1505
2025,Transformer,segmentation,70.91,JAX,28,32,0.000539,7.96,0.7577,0.9643,0.2066,121.35,5.31,0.786,0.772,0.803,T4,16,7.91,2.56,Azure,19.42,0.4165
2023,LLM,segmentation,30.13,JAX,40,16,0.000104,4.02,0.7505,1.1182,0.3676,631.56,0.16,0.864,0.839,0.895,RTX3090,24,4.55,2.13,GCP,18.84,2.2557
2019,Diffusion,classification,49.13,JAX,31,128,8.10E-05,3.33,1.0313,1.2451,0.2138,350.17,1.58,0.886,0.854,0.92,RTX3090,24,3.38,1.17,Azure,14.44,2.354
2021,Diffusion,generation,37.12,TensorFlow,25,32,1.60E-05,5.49,0.2941,0.4402,0.1462,178.01,7.53,0.759,0.718,0.795,RTX3090,24,5.59,2.85,Azure,25.57,1.1866
2022,CNN,generation,96.47,PyTorch,25,32,6.10E-05,8.02,1.0716,1.1419,0.0703,71.54,23.27,0.881,0.86,0.91,A100,40,10.57,4.11,AWS,24.17,0.4039
2018,Transformer,generation,63.96,JAX,41,32,1.10E-05,3.98,0.1416,0.1556,0.014,340.92,5.62,0.933,0.923,0.947,V100,32,5.58,3.21,Azure,14.39,3.3871
2023,Transformer,generation,163.68,TensorFlow,36,16,2.80E-05,16.17,0.2989,0.5076,0.2087,8.6,92.39,0.884,0.859,0.902,T4,16,13.84,8.42,GCP,59.55,0.0716
2020,Transformer,segmentation,41.46,PyTorch,16,32,0.000168,5.91,1.0746,1.1508,0.0762,446.45,0.54,0.863,0.841,0.891,RTX3090,24,5.07,3.32,Azure,31.43,2.3486
2025,LLM,detection,101.91,TensorFlow,32,32,0.000344,6.55,0.2681,0.6357,0.3676,7.72,56.25,0.818,0.8,0.837,A100,40,6.91,2.36,Azure,25.39,0.0355
2025,LLM,classification,96.7,PyTorch,36,64,0.000617,9.1,1.0285,1.1473,0.1188,276.65,4.66,0.846,0.828,0.88,RTX3090,24,13.1,6.92,Azure,45.87,2.2556
2023,CNN,detection,47.55,PyTorch,18,64,8.00E-05,2.93,0.0943,0.2343,0.14,102.56,14.65,0.936,0.915,0.973,A100,40,3.61,1.65,AWS,13,0.375
2021,Transformer,detection,49.56,TensorFlow,49,16,0.000295,4.16,0.8594,1.0538,0.1945,100.68,4.39,0.822,0.811,0.842,RTX3090,24,5.45,3.75,AWS,10.54,0.4208
2021,CNN,classification,76.34,JAX,28,64,1.70E-05,10.71,0.3622,0.4592,0.097,28.43,7.28,0.765,0.753,0.789,V100,32,13.51,5.05,On-Prem,30.76,0.0727
2025,LLM,segmentation,44.36,PyTorch,9,32,1.20E-05,2.4,0.6787,0.7253,0.0467,159.19,10.51,0.843,0.795,0.879,V100,32,3.53,2,On-Prem,14.25,0.8703
2025,LLM,detection,32.79,PyTorch,6,64,1.80E-05,4.9,0.2276,0.4249,0.1973,223.44,2.6,0.736,0.701,0.747,V100,32,7.14,2.94,AWS,15.13,1.96
2020,LLM,segmentation,85.01,JAX,20,16,0.000267,8.24,1.1554,1.216,0.0605,302.36,2.14,0.911,0.874,0.929,V100,32,12.17,3.89,On-Prem,33.4,2.78
2025,CNN,segmentation,114.15,JAX,47,64,0.000166,15.38,0.6541,0.7492,0.0951,7.6,47.53,0.811,0.8,0.828,V100,32,19.14,6.9,AWS,35.79,0.074
2022,Transformer,classification,24.66,JAX,17,16,0.000118,1.5,1.1408,1.4244,0.2836,469.54,1.72,0.833,0.819,0.857,T4,16,1.91,1.3,On-Prem,6.9,3.2193
2021,Diffusion,generation,56.3,JAX,28,32,1.00E-05,5.73,0.9668,1.0816,0.1148,238.93,1.62,0.939,0.916,0.972,V100,32,6.3,3.02,On-Prem,29.53,1.8796
2019,Transformer,classification,44.41,PyTorch,16,32,2.20E-05,2.35,0.2246,0.443,0.2184,553.16,1.37,0.718,0.691,0.743,V100,32,1.91,0.71,AWS,9.42,1.9441
2022,Diffusion,generation,30.29,TensorFlow,37,128,5.00E-05,1.77,1.1843,1.4449,0.2606,706.93,2.16,0.825,0.79,0.849,RTX3090,24,2.64,1.56,Azure,9.54,3.5043
2018,LLM,detection,63.87,JAX,28,64,1.10E-05,4.12,0.6735,0.9246,0.2511,362.96,5.34,0.856,0.818,0.883,RTX3090,24,4.49,2.67,GCP,23.62,1.7444
2023,Transformer,classification,24.27,TensorFlow,49,128,0.000238,1.62,0.9752,1.2918,0.3166,902.83,0.31,0.851,0.802,0.89,T4,16,1.72,0.91,On-Prem,9,4.9221
2023,Transformer,generation,143.72,JAX,10,16,0.000213,16.73,0.3914,0.655,0.2636,174.46,9.38,0.944,0.897,0.958,RTX3090,24,15.53,9.07,GCP,87.52,1.2332
2018,CNN,segmentation,64.68,TensorFlow,6,32,0.000669,4.56,0.5746,0.7537,0.1791,230.77,8.47,0.735,0.704,0.77,V100,32,5.77,1.98,GCP,21.82,1.5746
2023,LLM,segmentation,51.08,PyTorch,15,16,7.90E-05,3.14,1.0212,1.0328,0.0116,93.23,11.71,0.825,0.808,0.854,T4,16,2.52,0.86,GCP,15.89,0.577
2021,CNN,detection,77.95,JAX,11,128,0.000175,9.94,0.2849,0.3241,0.0392,144.69,9.9,0.784,0.747,0.823,V100,32,12.34,5.73,AWS,51.59,0.344
2020,Transformer,classification,40.74,PyTorch,17,128,2.20E-05,2.38,0.31,0.6791,0.3691,502.97,1.04,0.911,0.865,0.925,A100,40,3.06,1.44,GCP,7.33,1.6903
2019,Transformer,classification,86.54,PyTorch,9,32,1.80E-05,12.86,1.1781,1.5254,0.3473,36.72,46.05,0.82,0.785,0.834,A100,40,12.65,7.28,AWS,67.06,0.317
2021,CNN,generation,164.22,TensorFlow,46,16,0.000359,11.01,0.9008,1.0441,0.1433,71.98,2.8,0.99,0.956,1.003,T4,16,15.85,8.69,Azure,65.65,0.2311
2024,CNN,segmentation,58.66,TensorFlow,34,128,3.40E-05,3.14,0.8927,1.0532,0.1605,113.95,1.32,0.824,0.783,0.858,T4,16,3.37,2.2,Azure,11.5,1.0898
2025,Transformer,segmentation,35.09,JAX,38,16,0.000253,2,0.8793,1.1629,0.2836,842.27,0.85,0.713,0.697,0.725,A100,40,1.7,1.06,Azure,9.77,8.2401
2022,LLM,generation,98.16,JAX,23,64,0.000133,10.26,0.3835,0.7591,0.3756,74.74,18.12,0.771,0.751,0.81,A100,40,14.76,5.99,Azure,61.05,0.4958
2020,CNN,detection,31.15,TensorFlow,32,128,0.000159,3.39,1.0135,1.2838,0.2703,304.18,2.41,0.899,0.882,0.923,RTX3090,24,2.97,1.67,Azure,9.08,2.6693
2019,LLM,segmentation,80.03,PyTorch,41,128,0.000395,11.05,0.1013,0.5009,0.3996,117.07,3.95,0.846,0.82,0.856,A100,40,15.69,6.39,GCP,45.16,0.7741
2024,LLM,classification,36.51,PyTorch,28,128,1.40E-05,2.29,0.2935,0.5923,0.2988,465.11,3.36,0.883,0.872,0.9,RTX3090,24,2.48,1.17,AWS,5.08,2.6063
2018,LLM,generation,32.17,PyTorch,15,64,0.00078,3.23,0.4583,0.5692,0.1109,597.53,3.16,0.771,0.731,0.787,RTX3090,24,4.6,2.73,Azure,8.11,4.4308
2022,Diffusion,segmentation,52.17,TensorFlow,34,16,0.000505,7.48,0.6414,0.7779,0.1365,295.9,4.98,0.671,0.645,0.692,A100,40,6.39,3.06,GCP,26.72,2.0623
2020,CNN,generation,53.11,TensorFlow,27,64,3.30E-05,6.97,0.114,0.2347,0.1207,296.56,5.92,0.82,0.8,0.853,V100,32,8.42,4.8,GCP,37.95,0.3671
2021,Diffusion,detection,147.64,JAX,22,64,5.90E-05,14.33,0.0922,0.4464,0.3542,154.96,3.7,0.836,0.816,0.847,RTX3090,24,15.47,6.22,GCP,64.12,0.9191
2020,Transformer,classification,62.74,TensorFlow,40,128,0.000314,5.85,0.8095,1.1978,0.3883,123.85,12.92,0.782,0.748,0.82,V100,32,5.23,3.08,AWS,12.57,0.3987
2018,CNN,detection,36.03,TensorFlow,40,32,0.000344,3.78,0.1931,0.3495,0.1564,66.51,16.18,0.673,0.659,0.684,A100,40,3.88,1.53,AWS,13.04,0.2763
2023,CNN,segmentation,131.16,PyTorch,30,64,9.50E-05,18.22,0.2207,0.6078,0.3871,8.16,29.95,0.904,0.887,0.928,RTX3090,24,18.39,8.59,GCP,105.01,0.0332
2020,Transformer,generation,68.9,TensorFlow,37,16,0.000297,4.54,0.7355,0.7455,0.01,115.39,3.17,0.678,0.66,0.714,V100,32,6.53,3.93,Azure,19.78,0.3551
2018,Diffusion,generation,31.11,JAX,39,16,3.10E-05,1.97,0.3467,0.5212,0.1745,514.35,0.24,0.731,0.709,0.764,V100,32,2.4,1.16,GCP,7.5,2.2221
2024,CNN,generation,28.95,JAX,13,32,3.50E-05,3.94,0.6109,0.7154,0.1045,740.49,2.28,0.686,0.657,0.717,A100,40,3.65,2.47,On-Prem,9.4,2.2197
2021,CNN,detection,34.27,PyTorch,12,16,2.60E-05,4.07,1.0999,1.3347,0.2348,792.22,0.9,0.782,0.77,0.806,V100,32,3.27,1.18,GCP,11.25,4.5985
2023,Diffusion,generation,63.54,TensorFlow,16,64,7.50E-05,6.24,0.5105,0.6363,0.1258,304,5.48,0.763,0.746,0.802,RTX3090,24,7.98,4.89,AWS,37.43,1.683
2019,LLM,detection,75.4,JAX,33,128,0.000405,10.22,0.9827,1.0248,0.0421,272.36,7.01,0.802,0.787,0.813,T4,16,14.42,8.05,Azure,46.85,2.6364
2025,CNN,detection,39.8,PyTorch,19,32,0.000116,2.11,0.4339,0.7305,0.2965,602.63,2.72,0.931,0.919,0.946,V100,32,3.14,1.14,AWS,6.02,4.9558
2020,Diffusion,generation,31.45,PyTorch,33,32,1.50E-05,2.14,0.6215,0.6374,0.0159,125.77,14.46,0.8,0.755,0.835,RTX3090,24,2.77,1.56,On-Prem,6.64,0.5049
2025,Diffusion,classification,66.88,PyTorch,37,16,0.000175,8.42,0.1589,0.4291,0.2701,82.05,8.41,0.828,0.789,0.851,A100,40,12.17,4.82,GCP,22.02,0.331
2018,LLM,generation,59.65,TensorFlow,40,128,0.000417,3.45,0.0587,0.406,0.3473,440.66,0.75,0.832,0.81,0.867,RTX3090,24,2.96,1.91,AWS,14.82,3.0474
2020,Transformer,detection,137.79,TensorFlow,12,64,0.00029,11.26,0.3295,0.6108,0.2813,106.37,11.35,0.962,0.926,0.989,RTX3090,24,13.83,9.06,On-Prem,61.6,0.249
2019,Diffusion,generation,23.12,TensorFlow,45,16,0.000353,1.91,0.3009,0.3369,0.0359,210.2,4.78,0.983,0.965,1.003,T4,16,1.7,1.14,Azure,4.07,0.8757
2020,CNN,detection,48.22,TensorFlow,19,32,0.00028,4.35,1.195,1.2878,0.0928,46,42.63,0.858,0.838,0.887,RTX3090,24,4.62,2.57,GCP,19.09,0.3388
2025,LLM,classification,209.59,JAX,45,128,3.80E-05,29.21,0.81,0.9411,0.1312,53.65,14.7,0.617,0.6,0.642,RTX3090,24,39.02,20.51,GCP,135.06,0.3411
2019,Diffusion,classification,87.99,JAX,11,64,0.000564,10.81,0.6562,0.7048,0.0486,283.02,1.03,0.796,0.77,0.807,T4,16,14.02,7.03,Azure,60.88,0.6364
2025,Diffusion,segmentation,56.08,PyTorch,18,32,0.000381,5.27,0.3177,0.6849,0.3672,173.56,11.5,0.927,0.886,0.958,RTX3090,24,4.26,2.04,AWS,21.14,0.7615
2023,Diffusion,classification,43.44,JAX,41,16,0.000107,4.06,0.343,0.5348,0.1917,25.43,9.41,0.739,0.718,0.759,RTX3090,24,5.26,1.94,Azure,21.04,0.2087
2023,LLM,segmentation,46.8,PyTorch,38,64,3.80E-05,5.11,0.7925,1.0804,0.2879,187.66,7.02,0.99,0.975,1,V100,32,6.57,3.85,AWS,22.92,0.6249
2023,CNN,classification,65.08,PyTorch,32,128,6.80E-05,8.66,1.1768,1.4585,0.2817,97.1,11.98,0.821,0.788,0.86,T4,16,12.03,3.84,Azure,24.96,0.8329
2025,Diffusion,segmentation,28.02,JAX,42,16,1.10E-05,3.18,0.5165,0.7032,0.1866,329.76,0.9,0.908,0.882,0.928,A100,40,4.68,3.17,AWS,14.53,3.0118
2025,LLM,segmentation,34.6,JAX,45,128,0.000237,1.89,1.006,1.2435,0.2375,64.28,27.23,0.919,0.874,0.955,A100,40,2.53,1.44,On-Prem,6.76,0.1431
2019,Diffusion,generation,30.95,TensorFlow,24,32,0.000135,2.19,0.2681,0.5577,0.2896,23.3,14.66,0.715,0.688,0.73,V100,32,3.23,1.83,AWS,8.18,0.0468
2025,CNN,classification,139.81,JAX,28,64,8.80E-05,16.67,0.2747,0.5279,0.2532,54.02,8.08,0.724,0.694,0.741,A100,40,21.75,14.68,GCP,59.59,0.2108
2019,LLM,classification,43.09,TensorFlow,27,128,1.90E-05,3.13,0.5304,0.8247,0.2943,384.62,2.35,0.727,0.698,0.759,V100,32,2.58,1.23,AWS,13.41,2.4225
2019,LLM,detection,39.42,PyTorch,29,128,0.000274,5.63,0.9838,1.3568,0.373,211.7,1.33,0.832,0.8,0.843,RTX3090,24,7.16,2.83,AWS,21.48,1.4607
2022,Transformer,detection,21,PyTorch,24,16,0.000964,2.66,0.5677,0.616,0.0482,528.38,0.66,0.812,0.765,0.842,T4,16,3.72,2.45,GCP,11.77,0.5598
2021,LLM,detection,124.25,TensorFlow,47,32,0.000247,12.75,0.6929,0.7286,0.0357,63.57,22.93,0.84,0.793,0.867,A100,40,16.67,9.56,AWS,76.46,0.5184
2019,Transformer,classification,32.41,JAX,30,32,9.00E-05,2.35,1.1351,1.2327,0.0976,104.25,4.33,0.843,0.797,0.879,A100,40,3.35,2.23,On-Prem,5.43,0.7717
2024,Transformer,segmentation,94.48,PyTorch,20,16,0.000304,10.47,1.1927,1.372,0.1793,102.65,4.31,0.874,0.844,0.909,A100,40,15.31,10.55,On-Prem,43.19,0.6618
2025,Transformer,segmentation,29.71,PyTorch,40,64,0.000949,2.13,0.4171,0.4611,0.044,763.61,0.11,0.99,0.948,1.017,T4,16,2.81,1.73,AWS,5.31,0.9106
2021,CNN,segmentation,43.13,JAX,10,64,3.30E-05,4.22,1.1379,1.4677,0.3298,30.09,52.41,0.73,0.713,0.757,V100,32,5.75,3.02,On-Prem,15.25,0.1171
2021,LLM,classification,91.73,PyTorch,45,32,1.10E-05,4.81,0.834,0.8874,0.0534,70.54,12.29,0.78,0.759,0.815,RTX3090,24,5.94,2.58,GCP,15.72,0.5046
2025,Transformer,detection,39.58,TensorFlow,8,128,8.10E-05,2.73,0.2308,0.6269,0.3961,693.26,1.54,0.756,0.715,0.786,T4,16,2.33,1.18,AWS,7.48,4.3374
2018,Diffusion,segmentation,75.15,TensorFlow,5,32,0.00097,9.85,0.812,0.9687,0.1567,241.39,7.32,0.855,0.833,0.866,A100,40,10.13,6.93,Azure,50.98,0.648
2021,LLM,classification,33.88,TensorFlow,40,16,0.000172,3.9,1.0316,1.1731,0.1415,500.84,2.34,0.832,0.783,0.846,RTX3090,24,5.19,2.75,On-Prem,21,4.2509
2024,Transformer,classification,49.65,JAX,20,64,4.60E-05,5.23,0.986,1.2393,0.2533,490.67,0.71,0.714,0.697,0.747,V100,32,5.46,2.59,AWS,27.02,0.7999
2019,Transformer,generation,39.9,TensorFlow,20,64,2.60E-05,5.76,1.1614,1.1728,0.0113,138.63,12.86,0.752,0.74,0.79,T4,16,6.14,3.17,GCP,29.13,0.4429
2022,Diffusion,classification,36.58,TensorFlow,40,32,0.000854,3.67,0.9528,1.2066,0.2538,511.13,3.11,0.723,0.71,0.745,V100,32,5.42,1.74,GCP,11.19,3.6029
2023,CNN,classification,57.48,JAX,6,64,0.000631,5.89,0.2412,0.5069,0.2658,176.52,0.8,0.745,0.732,0.768,T4,16,8.12,3.45,On-Prem,29.84,0.2651
2019,LLM,segmentation,30.48,TensorFlow,40,128,0.000151,4.47,1.1942,1.4516,0.2574,492.09,0.81,0.798,0.78,0.821,RTX3090,24,5.77,3.51,On-Prem,12.91,2.8633
2020,CNN,generation,93.77,JAX,9,64,0.000381,10.55,0.4425,0.4613,0.0188,287.14,3.09,0.837,0.803,0.853,V100,32,9.48,3.17,On-Prem,54.79,1.9578
2018,LLM,classification,83.49,JAX,24,128,2.00E-05,8.75,0.9431,0.9667,0.0236,20.66,48.73,0.836,0.819,0.86,V100,32,7.27,5.02,GCP,40.4,0.1483
2023,Diffusion,classification,119.95,TensorFlow,42,32,6.30E-05,11.64,0.2171,0.4035,0.1864,43.81,23.37,0.823,0.811,0.862,RTX3090,24,11.32,5.51,Azure,24.81,0.1198
2024,CNN,classification,36.4,PyTorch,48,32,1.00E-05,3.51,0.8795,1.2508,0.3713,413.15,4.09,0.847,0.805,0.866,V100,32,4.96,2.76,GCP,8.49,3.9051
2020,Transformer,generation,50.81,TensorFlow,9,128,8.50E-05,2.64,0.4037,0.6975,0.2937,44.39,34.36,0.715,0.685,0.751,T4,16,3.34,2.07,GCP,7.1,0.1135
2018,Transformer,classification,37.28,PyTorch,46,128,8.00E-05,4.07,1.1836,1.2285,0.0449,103.59,19.08,0.732,0.706,0.764,RTX3090,24,5.49,2.34,On-Prem,11.63,0.361
2021,Diffusion,classification,78.65,PyTorch,46,16,7.60E-05,6,0.539,0.9057,0.3667,330.12,2.06,0.858,0.835,0.891,RTX3090,24,6.59,3.49,Azure,22.13,1.0501
2024,Diffusion,generation,44.67,TensorFlow,41,16,0.000189,3.39,0.6839,0.7749,0.091,624.28,2.2,0.797,0.764,0.814,RTX3090,24,3.68,2.25,GCP,10.02,1.3483
2021,CNN,detection,99.01,PyTorch,20,16,3.90E-05,14.56,1.0075,1.2844,0.2769,183.32,2.66,0.768,0.729,0.788,A100,40,16.59,5.67,Azure,46.36,1.0563
2023,CNN,detection,15.55,PyTorch,24,32,5.20E-05,1.16,0.7828,1.0452,0.2625,62.83,23.51,0.786,0.767,0.82,V100,32,1.61,0.99,GCP,4.22,0.2598
2023,Diffusion,detection,104.63,JAX,23,128,0.000138,5.8,0.8654,1.1835,0.3181,281.78,3.06,0.613,0.583,0.65,T4,16,5.73,2.15,AWS,14.69,2.7627
2023,CNN,segmentation,94.21,JAX,27,16,3.00E-05,13.32,0.5834,0.8141,0.2307,74.98,9.1,0.755,0.715,0.775,A100,40,15.37,5.31,AWS,71.9,0.5727
2022,Diffusion,detection,36.43,TensorFlow,18,64,1.90E-05,3.19,0.2662,0.5376,0.2713,327.37,4.13,0.864,0.819,0.886,A100,40,4.73,2.19,On-Prem,9.12,1.8868
2023,Transformer,detection,30.49,JAX,46,32,0.000892,3.55,1.0291,1.1255,0.0964,323.18,2.52,0.799,0.776,0.836,A100,40,4.11,2.8,On-Prem,11.66,0.4315
2018,LLM,generation,44.03,PyTorch,11,64,1.30E-05,2.73,0.5291,0.7567,0.2276,220.34,3.94,0.783,0.743,0.801,T4,16,2.25,0.91,GCP,15.54,0.2561
2021,Diffusion,detection,134.47,TensorFlow,33,16,0.000387,10.09,0.7801,1.049,0.2689,23.57,37.45,0.72,0.697,0.735,RTX3090,24,8.49,2.64,Azure,54.86,0.0937
2024,Diffusion,classification,17.78,PyTorch,12,32,3.30E-05,1.19,0.9216,1.2855,0.3639,749.03,2.21,0.815,0.788,0.838,A100,40,1.36,0.85,GCP,6.84,5.7675
